device,timestamp,Feature_Value_0,Feature_Value_1,Feature_Value_2,Feature_Value_3,Feature_Value_4,Feature_Value_5
88:4A:EA:69:42:9B,2017-03-15 07:04:13.060000000,94.23,94.22,94.13,94.31,94.26,51.78
88:4A:EA:69:43:8A,2017-03-15 07:04:13.249999872,146.64,97.51,107.39,142.53,239.14,62.07
88:4A:EA:69:42:9B,2017-03-15 07:04:13.580000000,94.27,94.27,94.11,94.25,94.44,48.35
88:4A:EA:69:43:8A,2017-03-15 07:04:13.769999872,185.0,304.94,213.87,115.88,105.3,67.89
88:4A:EA:69:E1:72,2017-03-15 07:04:14.089999872,1215.92,8.58,4.81,2.07,52.09,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:14.100000000,94.14,94.23,94.25,94.16,93.92,49.23
88:4A:EA:69:43:8A,2017-03-15 07:04:14.289999872,98.61,100.45,98.62,97.78,97.61,43.46
88:4A:EA:69:42:9B,2017-03-15 07:04:14.630000128,97.45,94.16,95.23,97.12,103.29,58.49
88:4A:EA:69:43:8A,2017-03-15 07:04:14.820000000,99.34,97.71,97.62,97.69,104.36,49.25
88:4A:EA:69:E1:72,2017-03-15 07:04:15.110000128,12707.87,16.09,51.51,22.21,52.09,29.0
88:4A:EA:69:42:9B,2017-03-15 07:04:15.150000128,98.13,94.26,105.44,97.48,95.33,55.63
88:4A:EA:69:43:8A,2017-03-15 07:04:15.340000000,268.53,126.69,276.54,383.55,287.37,72.81
88:4A:EA:69:42:9B,2017-03-15 07:04:15.670000128,95.15,96.36,94.72,94.78,94.72,51.93
88:4A:EA:69:43:8A,2017-03-15 07:04:15.870000128,144.2,199.51,147.31,122.05,107.94,56.47
88:4A:EA:69:E1:72,2017-03-15 07:04:16.160000000,1390.08,8.53,4.79,2.72,52.09,209.0
88:4A:EA:69:42:9B,2017-03-15 07:04:16.190000128,94.2,94.13,94.2,94.26,94.2,48.63
88:4A:EA:69:43:8A,2017-03-15 07:04:16.390000128,98.94,101.5,98.59,97.95,97.73,43.01
88:4A:EA:69:E1:72,2017-03-15 07:04:16.680000000,5552.66,9.67,6.78,13.32,52.09,27.0
88:4A:EA:69:42:9B,2017-03-15 07:04:16.720000000,94.22,94.37,94.1,94.34,94.1,48.92
88:4A:EA:69:43:8A,2017-03-15 07:04:16.920000000,97.62,97.61,97.59,97.7,97.6,44.21
88:4A:EA:69:E1:72,2017-03-15 07:04:17.100000000,2765.65,61.9,22.07,32.84,52.09,29.0
88:4A:EA:69:42:9B,2017-03-15 07:04:17.240000000,94.24,94.08,94.35,94.13,94.41,50.07
88:4A:EA:69:43:8A,2017-03-15 07:04:17.440000000,97.64,97.63,97.74,97.63,97.58,38.33
88:4A:EA:69:E1:72,2017-03-15 07:04:17.630000128,911.67,8.42,4.6,2.73,52.09,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:17.760000000,94.32,94.32,94.38,94.21,94.39,54.86
88:4A:EA:69:43:8A,2017-03-15 07:04:17.960000000,97.61,97.61,97.5,97.69,97.66,37.77
88:4A:EA:69:E1:72,2017-03-15 07:04:18.150000128,1198.36,8.58,4.59,2.12,52.09,208.0
88:4A:EA:69:42:9B,2017-03-15 07:04:18.289999872,96.17,94.49,94.25,95.72,100.23,53.17
88:4A:EA:69:43:8A,2017-03-15 07:04:18.480000000,153.01,118.07,128.51,208.91,156.57,68.89
88:4A:EA:69:42:9B,2017-03-15 07:04:18.809999872,101.22,98.43,103.93,105.85,96.67,55.98
88:4A:EA:69:43:8A,2017-03-15 07:04:19.009999872,124.07,189.46,108.44,99.86,98.54,59.2
88:4A:EA:69:E1:72,2017-03-15 07:04:19.320000000,12062.76,28.64,23.91,38.06,52.09,33.0
88:4A:EA:69:42:9B,2017-03-15 07:04:19.329999872,95.49,95.5,96.57,94.42,95.45,54.84
88:4A:EA:69:43:8A,2017-03-15 07:04:19.529999872,97.74,98.02,97.51,97.62,97.81,41.63
88:4A:EA:69:42:9B,2017-03-15 07:04:19.849999872,94.22,93.98,94.13,94.62,94.14,54.32
88:4A:EA:69:43:8A,2017-03-15 07:04:20.049999872,112.08,97.63,98.62,109.09,142.99,54.97
88:4A:EA:69:E1:72,2017-03-15 07:04:20.360000000,1084.63,8.39,4.6,2.16,52.09,211.0
88:4A:EA:69:42:9B,2017-03-15 07:04:20.380000000,94.25,94.3,94.18,94.25,94.25,49.61
88:4A:EA:69:43:8A,2017-03-15 07:04:20.580000000,249.78,325.45,317.18,213.57,142.92,71.03
88:4A:EA:69:42:9B,2017-03-15 07:04:20.900000000,94.28,94.15,94.31,94.22,94.45,49.53
88:4A:EA:69:43:8A,2017-03-15 07:04:21.100000000,103.56,113.64,102.77,99.39,98.45,49.89
88:4A:EA:69:E1:72,2017-03-15 07:04:21.380000000,6406.39,11.21,8.38,14.54,52.09,33.0
88:4A:EA:69:42:9B,2017-03-15 07:04:21.420000000,94.22,94.14,94.18,94.5,94.07,50.81
88:4A:EA:69:43:8A,2017-03-15 07:04:21.620000000,97.63,97.79,97.55,97.48,97.71,41.02
88:4A:EA:69:42:9B,2017-03-15 07:04:21.940000000,94.54,94.79,94.99,94.24,94.12,55.96
88:4A:EA:69:43:8A,2017-03-15 07:04:22.150000128,106.3,97.75,97.53,106.61,123.29,54.66
88:4A:EA:69:E1:72,2017-03-15 07:04:22.460000000,1057.22,8.72,4.71,2.47,52.1,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:22.470000128,94.24,94.14,94.31,94.31,94.19,51.03
88:4A:EA:69:43:8A,2017-03-15 07:04:22.670000128,239.63,215.98,323.71,257.24,161.59,72.91
88:4A:EA:69:42:9B,2017-03-15 07:04:22.990000128,94.27,94.25,94.22,94.36,94.25,50.3
88:4A:EA:69:43:8A,2017-03-15 07:04:23.190000128,101.47,107.96,101.28,98.59,98.05,48.85
88:4A:EA:69:42:9B,2017-03-15 07:04:23.510000128,95.47,94.29,94.26,94.16,99.17,51.64
88:4A:EA:69:E1:72,2017-03-15 07:04:23.510000128,7240.0,71.42,22.84,39.06,52.1,28.0
88:4A:EA:69:43:8A,2017-03-15 07:04:23.720000000,97.71,97.85,97.54,97.74,97.69,41.75
88:4A:EA:69:42:9B,2017-03-15 07:04:24.040000000,99.77,102.64,94.47,104.35,97.64,57.39
88:4A:EA:69:43:8A,2017-03-15 07:04:24.240000000,97.64,97.6,97.69,97.59,97.67,44.38
88:4A:EA:69:E1:72,2017-03-15 07:04:24.510000128,1398.32,9.03,4.79,2.14,52.1,209.0
88:4A:EA:69:42:9B,2017-03-15 07:04:24.560000000,95.58,95.99,96.77,94.98,94.57,53.7
88:4A:EA:69:43:8A,2017-03-15 07:04:24.760000000,142.93,97.54,126.31,146.31,201.57,62.51
88:4A:EA:69:E1:72,2017-03-15 07:04:25.030000128,5996.99,10.51,6.9,10.95,52.1,31.0
88:4A:EA:69:42:9B,2017-03-15 07:04:25.080000000,94.21,94.16,94.56,93.95,94.17,50.08
88:4A:EA:69:43:8A,2017-03-15 07:04:25.289999872,141.16,139.22,205.14,115.76,104.53,64.62
88:4A:EA:69:E1:72,2017-03-15 07:04:25.449999872,3763.41,39.73,23.33,39.75,52.1,30.0
88:4A:EA:69:42:9B,2017-03-15 07:04:25.600000000,94.13,94.16,94.1,94.0,94.26,51.78
88:4A:EA:69:43:8A,2017-03-15 07:04:25.809999872,98.41,100.21,98.38,97.59,97.47,45.31
88:4A:EA:69:E1:72,2017-03-15 07:04:25.990000128,1164.34,9.43,5.29,2.84,52.1,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:26.129999872,94.47,94.95,94.46,94.22,94.26,56.52
88:4A:EA:69:43:8A,2017-03-15 07:04:26.329999872,106.03,97.57,97.65,109.58,119.34,52.4
88:4A:EA:69:E1:72,2017-03-15 07:04:26.500000000,1022.08,8.43,4.56,2.21,52.1,208.0
88:4A:EA:69:42:9B,2017-03-15 07:04:26.649999872,94.27,94.31,94.29,94.29,94.19,51.38
88:4A:EA:69:43:8A,2017-03-15 07:04:26.860000000,268.07,222.76,389.21,270.32,189.97,71.66
88:4A:EA:69:42:9B,2017-03-15 07:04:27.169999872,94.23,94.19,94.17,94.34,94.22,49.85
88:4A:EA:69:43:8A,2017-03-15 07:04:27.380000000,107.48,125.05,105.98,100.72,98.16,52.47
88:4A:EA:69:E1:72,2017-03-15 07:04:27.640000000,8684.49,12.38,9.38,18.24,52.1,30.0
88:4A:EA:69:42:9B,2017-03-15 07:04:27.689999872,94.81,94.26,94.45,94.17,96.34,52.85
88:4A:EA:69:43:8A,2017-03-15 07:04:27.910000128,97.71,97.88,97.69,97.63,97.65,40.37
88:4A:EA:69:42:9B,2017-03-15 07:04:28.220000000,94.05,93.35,94.4,94.28,94.18,53.97
88:4A:EA:69:43:8A,2017-03-15 07:04:28.430000128,128.92,97.58,107.32,124.92,185.86,59.57
88:4A:EA:69:E1:72,2017-03-15 07:04:28.680000000,999.15,8.43,4.62,2.52,52.1,211.0
88:4A:EA:69:42:9B,2017-03-15 07:04:28.740000000,94.28,94.32,94.16,94.24,94.41,49.56
88:4A:EA:69:43:8A,2017-03-15 07:04:28.950000128,225.62,336.03,275.33,164.19,126.95,71.04
88:4A:EA:69:42:9B,2017-03-15 07:04:29.260000000,100.36,95.4,102.27,95.43,108.36,55.89
88:4A:EA:69:43:8A,2017-03-15 07:04:29.470000128,103.11,111.45,102.6,99.92,98.48,48.66
88:4A:EA:69:E1:72,2017-03-15 07:04:29.750000128,1493.17,8.88,4.93,1.69,52.11,118.0
88:4A:EA:69:42:9B,2017-03-15 07:04:29.780000000,96.96,100.28,96.5,96.39,94.65,54.04
88:4A:EA:69:43:8A,2017-03-15 07:04:30.000000000,97.65,97.67,97.57,97.75,97.62,42.18
88:4A:EA:69:42:9B,2017-03-15 07:04:30.310000128,94.3,94.65,94.27,94.16,94.11,54.09
88:4A:EA:69:43:8A,2017-03-15 07:04:30.520000000,97.62,97.7,97.64,97.56,97.58,44.0
88:4A:EA:69:E1:72,2017-03-15 07:04:30.760000000,1416.89,9.32,5.09,3.05,52.11,33.0
88:4A:EA:69:42:9B,2017-03-15 07:04:30.830000128,94.28,94.44,94.27,94.07,94.32,51.88
88:4A:EA:69:43:8A,2017-03-15 07:04:31.040000000,141.46,101.0,113.97,132.69,218.18,67.11
88:4A:EA:69:42:9B,2017-03-15 07:04:31.350000128,94.2,94.19,94.21,94.29,94.11,51.29
88:4A:EA:69:43:8A,2017-03-15 07:04:31.569999872,131.15,190.7,129.32,104.2,100.39,61.7
88:4A:EA:69:42:9B,2017-03-15 07:04:31.880000000,94.3,94.3,94.25,94.25,94.39,51.12
88:4A:EA:69:E1:72,2017-03-15 07:04:31.900000000,26423.12,38.68,100.0,34.74,52.11,33.0
88:4A:EA:69:43:8A,2017-03-15 07:04:32.089999872,97.92,98.2,98.04,97.7,97.72,42.68
88:4A:EA:69:42:9B,2017-03-15 07:04:32.400000000,94.28,94.26,94.26,94.24,94.35,49.56
88:4A:EA:69:43:8A,2017-03-15 07:04:32.620000000,97.66,97.58,97.74,97.65,97.65,41.32
88:4A:EA:69:E1:72,2017-03-15 07:04:32.880000000,1235.17,8.43,4.6,2.17,52.11,209.0
88:4A:EA:69:42:9B,2017-03-15 07:04:32.920000000,99.05,95.69,102.32,97.58,100.62,55.65
88:4A:EA:69:43:8A,2017-03-15 07:04:33.140000000,97.62,97.65,97.57,97.65,97.63,38.54
88:4A:EA:69:E1:72,2017-03-15 07:04:33.400000000,3214.21,8.93,6.31,5.51,52.11,211.0
88:4A:EA:69:42:9B,2017-03-15 07:04:33.440000000,97.9,102.98,96.58,95.95,96.07,55.34
88:4A:EA:69:43:8A,2017-03-15 07:04:33.660000000,97.62,97.68,97.65,97.61,97.55,40.2
88:4A:EA:69:E1:72,2017-03-15 07:04:33.820000000,4521.8,41.96,23.11,42.77,52.11,30.0
88:4A:EA:69:42:9B,2017-03-15 07:04:33.969999872,94.45,94.51,94.63,94.55,94.1,51.68
88:4A:EA:69:42:9B,2017-03-15 07:04:34.489999872,94.56,95.16,93.96,94.98,94.15,56.78
88:4A:EA:69:43:8A,2017-03-15 07:04:34.520000000,97.6,97.58,97.67,97.69,97.48,39.75
88:4A:EA:69:43:8A,2017-03-15 07:04:34.780000000,99.92,97.62,97.61,97.63,106.82,47.96
88:4A:EA:69:E1:72,2017-03-15 07:04:34.980000000,1101.91,8.51,4.66,2.21,52.11,208.0
88:4A:EA:69:42:9B,2017-03-15 07:04:35.009999872,94.24,94.35,94.15,94.19,94.29,50.6
88:4A:EA:69:43:8A,2017-03-15 07:04:35.300000000,192.13,135.13,230.07,199.51,203.82,72.19
88:4A:EA:69:42:9B,2017-03-15 07:04:35.529999872,94.22,94.27,94.18,94.23,94.22,55.33
88:4A:EA:69:43:8A,2017-03-15 07:04:35.820000000,110.23,132.87,108.51,100.95,98.59,54.42
88:4A:EA:69:E1:72,2017-03-15 07:04:35.990000128,6139.69,11.2,37.83,16.15,52.12,28.0
88:4A:EA:69:42:9B,2017-03-15 07:04:36.060000000,94.42,94.38,94.09,94.41,94.79,51.66
88:4A:EA:69:43:8A,2017-03-15 07:04:36.350000128,97.69,97.73,97.63,97.7,97.71,42.6
88:4A:EA:69:42:9B,2017-03-15 07:04:36.580000000,94.4,94.78,94.08,94.43,94.31,55.75
88:4A:EA:69:43:8A,2017-03-15 07:04:36.870000128,108.72,97.62,97.54,103.71,136.0,51.12
88:4A:EA:69:E1:72,2017-03-15 07:04:37.040000000,1082.92,8.52,4.79,2.49,52.12,211.0
88:4A:EA:69:42:9B,2017-03-15 07:04:37.100000000,94.25,94.18,94.15,94.4,94.27,49.15
88:4A:EA:69:43:8A,2017-03-15 07:04:37.390000128,257.81,322.69,351.02,209.43,148.12,71.86
88:4A:EA:69:42:9B,2017-03-15 07:04:37.630000128,94.18,94.17,94.06,94.26,94.23,51.15
88:4A:EA:69:43:8A,2017-03-15 07:04:37.920000000,107.03,119.87,107.39,101.75,99.12,51.26
88:4A:EA:69:E1:72,2017-03-15 07:04:38.100000000,8826.79,36.31,21.81,31.21,52.12,33.0
88:4A:EA:69:42:9B,2017-03-15 07:04:38.150000128,94.22,94.26,94.18,94.15,94.29,47.73
88:4A:EA:69:43:8A,2017-03-15 07:04:38.440000000,97.73,98.2,97.8,97.45,97.48,43.18
88:4A:EA:69:42:9B,2017-03-15 07:04:38.670000128,94.43,94.25,94.28,94.25,94.97,53.64
88:4A:EA:69:43:8A,2017-03-15 07:04:38.960000000,97.61,97.58,97.73,97.59,97.53,44.25
88:4A:EA:69:E1:72,2017-03-15 07:04:39.180000000,1288.65,8.6,4.6,2.19,52.12,209.0
88:4A:EA:69:42:9B,2017-03-15 07:04:39.190000128,94.22,93.96,94.37,94.15,94.41,51.58
88:4A:EA:69:43:8A,2017-03-15 07:04:39.489999872,151.57,97.95,113.3,140.3,254.75,64.05
88:4A:EA:69:E1:72,2017-03-15 07:04:39.710000128,7590.91,12.1,9.15,15.68,52.12,29.0
88:4A:EA:69:42:9B,2017-03-15 07:04:39.720000000,94.2,94.2,94.18,94.19,94.21,47.11
88:4A:EA:69:43:8A,2017-03-15 07:04:40.009999872,138.35,157.03,198.8,99.1,98.46,62.79
88:4A:EA:69:E1:72,2017-03-15 07:04:40.120000000,3174.01,41.83,26.57,40.18,52.12,31.0
88:4A:EA:69:42:9B,2017-03-15 07:04:40.240000000,94.24,94.28,94.23,94.31,94.14,48.33
88:4A:EA:69:43:8A,2017-03-15 07:04:40.529999872,97.58,97.29,97.82,97.6,97.62,42.77
88:4A:EA:69:E1:72,2017-03-15 07:04:40.600000000,1361.91,8.92,4.93,2.4,52.12,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:40.760000000,94.52,94.83,94.3,94.57,94.39,54.94
88:4A:EA:69:43:8A,2017-03-15 07:04:41.049999872,105.15,97.55,97.78,101.94,123.32,49.74
88:4A:EA:69:E1:72,2017-03-15 07:04:41.129999872,1050.61,8.29,4.53,2.22,52.12,208.0
88:4A:EA:69:42:9B,2017-03-15 07:04:41.280000000,94.59,94.18,94.17,94.32,95.68,50.1
88:4A:EA:69:43:8A,2017-03-15 07:04:41.580000000,275.6,169.96,344.69,368.76,218.97,72.26
88:4A:EA:69:42:9B,2017-03-15 07:04:41.809999872,100.47,102.89,97.48,101.58,99.94,55.14
88:4A:EA:69:43:8A,2017-03-15 07:04:42.100000000,116.08,144.36,115.23,104.81,99.91,52.81
88:4A:EA:69:E1:72,2017-03-15 07:04:42.310000128,10429.9,29.43,13.96,26.85,52.12,29.0
88:4A:EA:69:42:9B,2017-03-15 07:04:42.329999872,95.52,94.96,96.36,94.35,96.42,57.15
88:4A:EA:69:43:8A,2017-03-15 07:04:42.630000128,97.86,98.42,97.87,97.51,97.65,42.7
88:4A:EA:69:42:9B,2017-03-15 07:04:42.849999872,94.35,94.29,94.54,94.47,94.1,51.42
88:4A:EA:69:43:8A,2017-03-15 07:04:43.150000128,176.06,100.2,116.07,127.22,360.75,64.7
88:4A:EA:69:E1:72,2017-03-15 07:04:43.350000128,1210.08,8.38,4.6,2.13,52.12,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:43.369999872,94.21,94.19,94.15,94.25,94.23,48.22
88:4A:EA:69:43:8A,2017-03-15 07:04:43.670000128,201.57,329.31,203.44,150.68,122.87,66.88
88:4A:EA:69:E1:72,2017-03-15 07:04:43.870000128,7789.3,12.47,29.72,16.06,52.12,30.0
88:4A:EA:69:42:9B,2017-03-15 07:04:43.900000000,94.2,94.19,94.25,94.03,94.31,48.47
88:4A:EA:69:43:8A,2017-03-15 07:04:44.190000128,102.35,108.98,102.53,99.52,98.38,48.35
88:4A:EA:69:E1:72,2017-03-15 07:04:44.320000000,1521.19,35.84,79.0,32.46,52.13,31.0
88:4A:EA:69:42:9B,2017-03-15 07:04:44.420000000,94.34,94.18,94.33,94.3,94.54,49.58
88:4A:EA:69:43:8A,2017-03-15 07:04:44.720000000,97.65,97.65,97.64,97.56,97.76,43.04
88:4A:EA:69:E1:72,2017-03-15 07:04:44.769999872,940.58,8.39,4.63,2.41,52.13,211.0
88:4A:EA:69:42:9B,2017-03-15 07:04:44.940000000,94.35,94.26,94.55,94.1,94.49,54.51
88:4A:EA:69:43:8A,2017-03-15 07:04:45.240000000,100.94,97.72,97.58,97.65,110.81,48.88
88:4A:EA:69:E1:72,2017-03-15 07:04:45.310000128,1128.98,8.74,4.63,2.18,52.13,209.0
88:4A:EA:69:42:9B,2017-03-15 07:04:45.470000128,94.3,94.26,94.25,94.32,94.37,48.93
88:4A:EA:69:43:8A,2017-03-15 07:04:45.760000000,178.89,138.71,239.32,161.85,175.67,71.5
88:4A:EA:69:E1:72,2017-03-15 07:04:45.820000000,51983.23,20.71,107.88,35.9,52.13,30.0
88:4A:EA:69:42:9B,2017-03-15 07:04:45.990000128,94.25,94.24,94.23,94.25,94.29,50.38
88:4A:EA:69:43:8A,2017-03-15 07:04:46.289999872,102.24,110.71,101.52,98.72,98.0,53.22
88:4A:EA:69:E1:72,2017-03-15 07:04:46.350000128,1795.57,59.2,15.35,23.24,52.13,28.0
88:4A:EA:69:42:9B,2017-03-15 07:04:46.510000128,94.49,94.43,94.3,94.42,94.8,54.01
88:4A:EA:69:43:8A,2017-03-15 07:04:46.809999872,97.6,97.4,97.66,97.68,97.66,43.46
88:4A:EA:69:E1:72,2017-03-15 07:04:46.889999872,1318.87,8.79,4.88,1.76,52.13,117.0
88:4A:EA:69:42:9B,2017-03-15 07:04:47.030000128,94.32,94.35,94.36,94.29,94.29,51.7
88:4A:EA:69:43:8A,2017-03-15 07:04:47.340000000,177.68,97.91,108.91,144.23,359.68,64.13
88:4A:EA:69:E1:72,2017-03-15 07:04:47.400000000,1170.66,8.59,4.86,2.21,52.13,211.0
88:4A:EA:69:42:9B,2017-03-15 07:04:47.560000000,94.16,94.17,94.14,94.23,94.11,47.6
88:4A:EA:69:43:8A,2017-03-15 07:04:47.860000000,192.3,319.19,204.3,132.56,113.16,65.99
88:4A:EA:69:E1:72,2017-03-15 07:04:47.969999872,5903.75,10.74,6.64,10.59,52.13,33.0
88:4A:EA:69:42:9B,2017-03-15 07:04:48.080000000,94.24,94.33,94.15,94.25,94.24,47.64
88:4A:EA:69:43:8A,2017-03-15 07:04:48.380000000,99.68,103.51,99.45,98.0,97.74,44.84
88:4A:EA:69:E1:72,2017-03-15 07:04:48.449999872,1550.44,18.58,15.08,25.31,52.13,29.0
88:4A:EA:69:42:9B,2017-03-15 07:04:48.600000000,94.63,94.53,94.28,95.09,94.6,54.92
88:4A:EA:69:43:8A,2017-03-15 07:04:48.910000128,97.72,97.72,97.7,97.57,97.86,39.11
88:4A:EA:69:E1:72,2017-03-15 07:04:48.969999872,1322.63,8.92,5.12,2.44,52.13,208.0
88:4A:EA:69:42:9B,2017-03-15 07:04:49.260000000,94.21,94.28,94.23,94.23,94.12,50.05
88:4A:EA:69:43:8A,2017-03-15 07:04:49.430000128,205.76,115.23,119.82,280.61,307.37,71.63
88:4A:EA:69:E1:72,2017-03-15 07:04:49.500000000,1247.88,8.48,4.88,2.09,52.13,209.0
88:4A:EA:69:42:9B,2017-03-15 07:04:49.790000128,94.27,94.28,94.34,94.15,94.31,47.58
88:4A:EA:69:43:8A,2017-03-15 07:04:49.950000128,153.62,236.81,156.24,115.27,106.15,62.5
88:4A:EA:69:E1:72,2017-03-15 07:04:50.020000000,28691.44,20.93,101.8,30.48,52.13,32.0
88:4A:EA:69:42:9B,2017-03-15 07:04:50.310000128,94.69,94.04,94.3,94.13,96.29,49.77
88:4A:EA:69:43:8A,2017-03-15 07:04:50.480000000,99.0,100.91,98.8,98.31,97.96,44.76
88:4A:EA:69:E1:72,2017-03-15 07:04:50.550000128,1346.81,12.83,7.73,8.19,52.13,35.0
88:4A:EA:69:42:9B,2017-03-15 07:04:50.830000128,101.17,101.6,94.7,105.32,103.07,56.2
88:4A:EA:69:43:8A,2017-03-15 07:04:51.009999872,97.67,97.63,97.63,97.65,97.79,44.41
88:4A:EA:69:E1:72,2017-03-15 07:04:51.070000128,971.12,8.26,4.54,2.17,52.13,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:51.350000128,95.56,95.7,96.04,95.71,94.78,55.81
88:4A:EA:69:43:8A,2017-03-15 07:04:51.529999872,125.16,97.68,102.47,123.36,177.15,57.81
88:4A:EA:69:E1:72,2017-03-15 07:04:51.569999872,1170.73,8.68,4.74,3.1,52.13,33.0
88:4A:EA:69:42:9B,2017-03-15 07:04:51.880000000,94.38,94.57,94.47,94.21,94.25,48.08
88:4A:EA:69:43:8A,2017-03-15 07:04:52.049999872,154.64,221.62,188.57,106.86,101.52,69.75
88:4A:EA:69:E1:72,2017-03-15 07:04:52.089999872,22165.15,44.41,28.16,40.99,52.14,30.0
88:4A:EA:69:42:9B,2017-03-15 07:04:52.400000000,94.2,94.3,94.26,94.3,93.94,48.33
88:4A:EA:69:43:8A,2017-03-15 07:04:52.569999872,98.04,99.03,97.66,97.72,97.76,46.43
88:4A:EA:69:E1:72,2017-03-15 07:04:52.620000000,1359.43,49.68,18.6,9.86,52.14,30.0
88:4A:EA:69:42:9B,2017-03-15 07:04:52.920000000,94.51,94.55,94.77,94.37,94.35,55.38
88:4A:EA:69:43:8A,2017-03-15 07:04:53.100000000,98.66,97.71,97.61,97.53,101.79,47.3
88:4A:EA:69:E1:72,2017-03-15 07:04:53.320000000,1274.72,8.56,4.82,2.09,52.14,208.0
88:4A:EA:69:42:9B,2017-03-15 07:04:53.449999872,94.3,94.36,94.41,94.12,94.31,48.23
88:4A:EA:69:43:8A,2017-03-15 07:04:53.620000000,232.5,123.93,214.82,327.69,263.57,71.25
88:4A:EA:69:E1:72,2017-03-15 07:04:53.670000128,1204.98,8.58,4.8,2.09,52.14,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:53.969999872,98.1,95.88,100.15,96.73,99.64,54.27
88:4A:EA:69:43:8A,2017-03-15 07:04:54.140000000,119.02,157.56,115.39,103.4,99.74,54.7
88:4A:EA:69:E1:72,2017-03-15 07:04:54.190000128,14467.44,16.2,11.17,24.65,52.14,28.0
88:4A:EA:69:42:9B,2017-03-15 07:04:54.489999872,97.66,101.89,96.77,96.74,95.22,55.32
88:4A:EA:69:43:8A,2017-03-15 07:04:54.670000128,97.84,98.22,97.87,97.61,97.67,40.84
88:4A:EA:69:E1:72,2017-03-15 07:04:54.720000000,1096.11,11.65,6.5,10.74,52.14,29.0
88:4A:EA:69:42:9B,2017-03-15 07:04:55.020000000,94.84,96.0,94.61,94.39,94.37,57.47
88:4A:EA:69:43:8A,2017-03-15 07:04:55.190000128,103.98,97.68,97.53,100.87,119.85,51.53
88:4A:EA:69:E1:72,2017-03-15 07:04:55.240000000,1199.83,8.43,4.65,2.17,52.14,210.0
88:4A:EA:69:42:9B,2017-03-15 07:04:55.540000000,94.32,94.35,94.38,94.18,94.38,49.58
88:4A:EA:69:43:8A,2017-03-15 07:04:55.710000128,251.45,180.16,323.26,314.79,187.59,71.87
88:4A:EA:69:E1:72,2017-03-15 07:04:55.769999872,6057.21,10.12,6.86,9.01,52.14,208.0
88:4A:EA:69:42:9B,2017-03-15 07:04:56.060000000,94.31,94.35,94.39,94.33,94.17,47.8
88:4A:EA:69:43:8A,2017-03-15 07:04:56.240000000,114.18,136.01,115.85,104.48,100.39,54.27
88:4A:EA:69:42:9B,2017-03-15 07:04:56.580000000,94.26,94.27,94.26,94.27,94.24,48.73
88:4A:EA:69:43:8A,2017-03-15 07:04:56.760000000,97.96,98.55,97.98,97.72,97.6,41.5
88:4A:EA:69:E1:72,2017-03-15 07:04:56.960000000,1206.74,8.26,4.76,4.39,52.14,31.0
88:4A:EA:69:42:9B,2017-03-15 07:04:57.100000000,94.31,94.19,94.15,94.37,94.54,55.02
88:4A:EA:69:43:8A,2017-03-15 07:04:57.289999872,98.85,97.59,97.71,97.69,102.42,47.32
88:4A:EA:69:E1:72,2017-03-15 07:04:57.489999872,1285.87,8.26,4.57,2.17,52.14,208.0
88:4A:EA:69:42:9B,2017-03-15 07:04:57.630000128,94.31,94.4,94.28,94.28,94.26,48.35
88:4A:EA:69:43:8A,2017-03-15 07:04:57.809999872,167.09,113.74,161.72,221.93,170.96,71.36
88:4A:EA:69:E1:72,2017-03-15 07:04:57.900000000,39230.7,37.35,34.04,38.83,52.14,31.0
88:4A:EA:69:42:9B,2017-03-15 07:04:58.150000128,94.28,94.25,94.27,94.21,94.38,47.58
88:4A:EA:69:43:8A,2017-03-15 07:04:58.329999872,102.09,111.26,100.24,99.18,97.7,55.52
88:4A:EA:69:42:9B,2017-03-15 07:04:58.670000128,94.53,94.43,94.33,94.39,94.97,51.63
88:4A:EA:69:43:8A,2017-03-15 07:04:58.860000000,97.7,97.68,97.83,97.71,97.57,40.63
88:4A:EA:69:E1:72,2017-03-15 07:04:59.020000000,1104.25,8.86,4.63,2.23,52.14,209.0
88:4A:EA:69:42:9B,2017-03-15 07:04:59.200000000,94.23,94.16,94.25,94.26,94.23,53.22
88:4A:EA:69:43:8A,2017-03-15 07:04:59.380000000,139.02,97.54,104.5,122.85,231.19,58.76
88:4A:EA:69:42:9B,2017-03-15 07:04:59.720000000,94.28,94.42,94.26,94.13,94.3,48.2
88:4A:EA:69:43:8A,2017-03-15 07:04:59.900000000,201.68,319.05,236.19,140.51,110.95,68.13
88:4A:EA:69:E1:72,2017-03-15 07:05:00.060000000,5920.13,10.32,7.09,8.13,52.14,208.0
88:4A:EA:69:42:9B,2017-03-15 07:05:00.240000000,94.2,94.31,94.17,94.24,94.1,49.05
88:4A:EA:69:43:8A,2017-03-15 07:05:00.430000128,99.38,102.65,99.28,97.8,97.78,45.58
